P	0	0
P220s	24.460000000000036	-0.041999999999999815
P310s	34.14999999999998	-0.05999999999999961
P410s	43.84000000000003	-0.08300000000000018
P550s	58.950000000000045	-0.1280000000000001
P660s	70.51999999999998	-0.1719999999999997
P971s	96.62	-0.3179999999999996
P1000s	99.13999999999999	-0.33399999999999963
P1071s	105.22000000000003	-0.37599999999999945
P1171s	114.07000000000005	-0.4399999999999995
P1271s	123.00999999999999	-0.5049999999999999
P1371s	132.06000000000006	-0.5789999999999997
P1471s	141.23000000000002	-0.6589999999999998
