P	0	0
P220s	24.66999999999996	-0.04499999999999993
P310s	34.47000000000003	-0.06899999999999995
P410s	44.289999999999964	-0.09499999999999975
P550s	59.629999999999995	-0.14700000000000024
P660s	71.42999999999995	-0.19599999999999973
P971s	98.32999999999993	-0.367
P1000s	100.92999999999995	-0.38700000000000045
P1071s	107.24000000000001	-0.43299999999999983
P1171s	116.41999999999996	-0.5069999999999997
P1271s	125.74000000000001	-0.5890000000000004
P1371s	135.18999999999994	-0.6740000000000004
P1471s	144.77999999999997	-0.7700000000000005
