30.0	13.65
30.1	13.65
30.2	13.65
30.3	13.65
30.4	13.66
30.5	13.65
30.6	13.65
30.7	13.65
30.8	13.65
30.9	13.65
31.0	13.65
31.1	13.65
31.2	13.65
31.3	13.65
31.4	13.66
31.5	13.66
31.6	13.66
31.7	13.65
31.8	13.66
31.9	13.66
32.0	13.65
32.1	13.66
32.2	13.66
32.3	13.66
32.4	13.66
32.5	13.66
32.6	13.66
32.7	13.66
32.8	13.66
32.9	13.67
33.0	13.67
33.1	13.66
33.2	13.66
33.3	13.66
33.4	13.66
33.5	13.66
33.6	13.67
33.7	13.67
33.8	13.67
33.9	13.67
34.0	13.67
34.1	13.67
34.2	13.68
34.3	13.67
34.4	13.68
34.5	13.67
34.6	13.67
34.7	13.68
34.8	13.67
34.9	13.67
35.0	13.67
35.1	13.68
35.2	13.68
35.3	13.68
35.4	13.68
35.5	13.68
35.6	13.68
35.7	13.68
35.8	13.69
35.9	13.68
36.0	13.68
36.1	13.68
36.2	13.69
36.3	13.68
36.4	13.69
36.5	13.69
36.6	13.69
36.7	13.69
36.8	13.69
36.9	13.69
37.0	13.69
37.1	13.69
37.2	13.69
37.3	13.69
37.4	13.69
37.5	13.7
37.6	13.69
37.7	13.7
37.8	13.69
37.9	13.7
38.0	13.7
38.1	13.7
38.2	13.7
38.3	13.7
38.4	13.7
38.5	13.7
38.6	13.7
38.7	13.7
38.8	13.7
38.9	13.71
39.0	13.71
39.1	13.7
39.2	13.71
39.3	13.7
39.4	13.71
39.5	13.71
39.6	13.71
39.7	13.71
39.8	13.71
39.9	13.71
40.0	13.71
40.1	13.71
40.2	13.71
40.3	13.72
40.4	13.72
40.5	13.71
40.6	13.72
40.7	13.72
40.8	13.72
40.9	13.73
41.0	13.72
41.1	13.72
41.2	13.73
41.3	13.73
41.4	13.73
41.5	13.73
41.6	13.73
41.7	13.73
41.8	13.73
41.9	13.73
42.0	13.73
42.1	13.73
42.2	13.73
42.3	13.73
42.4	13.73
42.5	13.73
42.6	13.73
42.7	13.73
42.8	13.74
42.9	13.74
43.0	13.74
43.1	13.74
43.2	13.73
43.3	13.74
43.4	13.74
43.5	13.75
43.6	13.74
43.7	13.75
43.8	13.74
43.9	13.74
44.0	13.75
44.1	13.75
44.2	13.75
44.3	13.75
44.4	13.75
44.5	13.75
44.6	13.75
44.7	13.75
44.8	13.75
44.9	13.75
45.0	13.76
45.1	13.75
45.2	13.76
45.3	13.76
45.4	13.75
45.5	13.76
45.6	13.76
45.7	13.76
45.8	13.76
45.9	13.76
46.0	13.76
46.1	13.77
46.2	13.76
46.3	13.76
46.4	13.77
46.5	13.76
46.6	13.77
46.7	13.77
46.8	13.77
46.9	13.76
47.0	13.77
47.1	13.77
47.2	13.77
47.3	13.78
47.4	13.77
47.5	13.77
47.6	13.78
47.7	13.78
47.8	13.78
47.9	13.77
48.0	13.78
48.1	13.78
48.2	13.77
48.3	13.78
48.4	13.78
48.5	13.78
48.6	13.78
48.7	13.79
48.8	13.79
48.9	13.78
49.0	13.78
49.1	13.79
49.2	13.78
49.3	13.79
49.4	13.79
49.5	13.79
49.6	13.79
49.7	13.79
49.8	13.79
49.9	13.79
50.0	13.79
50.1	13.79
50.2	13.8
