30.0	25.879999999999995
30.1	25.879999999999995
30.2	25.880000000000052
30.3	25.879999999999995
30.4	25.879999999999995
30.5	25.870000000000005
30.6	25.870000000000005
30.7	25.870000000000005
30.8	25.860000000000014
30.9	25.860000000000014
31.0	25.860000000000014
31.1	25.850000000000023
31.2	25.850000000000023
31.3	25.840000000000032
31.4	25.850000000000023
31.5	25.840000000000032
31.6	25.839999999999975
31.7	25.829999999999984
31.8	25.829999999999984
31.9	25.829999999999984
32.0	25.819999999999993
32.1	25.819999999999993
32.2	25.810000000000002
32.3	25.810000000000002
32.4	25.80000000000001
32.5	25.799999999999955
32.6	25.789999999999964
32.7	25.789999999999964
32.8	25.789999999999964
32.9	25.79000000000002
33.0	25.78000000000003
33.1	25.77000000000004
33.2	25.77000000000004
33.3	25.75999999999999
33.4	25.75999999999999
33.5	25.75
33.6	25.75999999999999
33.7	25.75
33.8	25.74000000000001
33.9	25.72999999999996
34.0	25.74000000000001
34.1	25.730000000000018
34.2	25.730000000000018
34.3	25.720000000000027
34.4	25.71999999999997
34.5	25.70999999999998
34.6	25.700000000000045
34.7	25.69999999999999
34.8	25.689999999999998
34.9	25.680000000000007
35.0	25.680000000000007
35.1	25.680000000000007
35.2	25.670000000000016
35.3	25.660000000000025
35.4	25.659999999999968
35.5	25.660000000000025
35.6	25.649999999999977
35.7	25.649999999999977
35.8	25.650000000000034
35.9	25.639999999999986
36.0	25.629999999999995
36.1	25.629999999999995
36.2	25.629999999999995
36.3	25.620000000000005
36.4	25.609999999999957
36.5	25.610000000000014
36.6	25.609999999999957
36.7	25.600000000000023
36.8	25.600000000000023
36.9	25.589999999999975
37.0	25.590000000000032
37.1	25.579999999999984
37.2	25.58000000000004
37.3	25.569999999999993
37.4	25.559999999999945
37.5	25.560000000000002
37.6	25.549999999999955
37.7	25.55000000000001
37.8	25.539999999999964
37.9	25.54000000000002
38.0	25.54000000000002
38.1	25.519999999999982
38.2	25.519999999999982
38.3	25.519999999999982
38.4	25.510000000000048
38.5	25.50999999999999
38.6	25.5
38.7	25.49000000000001
38.8	25.49000000000001
38.9	25.49000000000001
39.0	25.480000000000018
39.1	25.470000000000027
39.2	25.46999999999997
39.3	25.45999999999998
39.4	25.460000000000036
39.5	25.44999999999999
39.6	25.439999999999998
39.7	25.439999999999998
39.8	25.42999999999995
39.9	25.430000000000007
40.0	25.420000000000016
40.1	25.410000000000025
40.2	25.409999999999968
40.3	25.409999999999968
40.4	25.400000000000034
40.5	25.390000000000043
40.6	25.389999999999986
40.7	25.379999999999995
40.8	25.379999999999995
40.9	25.379999999999995
41.0	25.370000000000005
41.1	25.370000000000005
41.2	25.359999999999957
41.3	25.359999999999957
41.4	25.360000000000014
41.5	25.350000000000023
41.6	25.339999999999975
41.7	25.340000000000032
41.8	25.33000000000004
41.9	25.32000000000005
42.0	25.319999999999993
42.1	25.310000000000002
42.2	25.310000000000002
42.3	25.299999999999955
42.4	25.299999999999955
42.5	25.289999999999964
42.6	25.279999999999973
42.7	25.279999999999973
42.8	25.269999999999982
42.9	25.27000000000004
43.0	25.260000000000048
43.1	25.260000000000048
43.2	25.25
43.3	25.25
43.4	25.24000000000001
43.5	25.24000000000001
43.6	25.230000000000018
43.7	25.22999999999996
43.8	25.21999999999997
43.9	25.20999999999998
44.0	25.210000000000036
44.1	25.20999999999998
44.2	25.200000000000045
44.3	25.19999999999999
44.4	25.189999999999998
44.5	25.190000000000055
44.6	25.180000000000007
44.7	25.16999999999996
44.8	25.170000000000073
44.9	25.160000000000025
45.0	25.159999999999968
45.1	25.150000000000034
45.2	25.150000000000034
45.3	25.149999999999977
45.4	25.140000000000043
45.5	25.130000000000052
45.6	25.129999999999995
45.7	25.119999999999948
45.8	25.12000000000006
45.9	25.110000000000014
46.0	25.099999999999966
46.1	25.109999999999957
46.2	25.100000000000023
46.3	25.090000000000032
46.4	25.089999999999975
46.5	25.079999999999927
46.6	25.08000000000004
46.7	25.07000000000005
46.8	25.069999999999993
46.9	25.059999999999945
47.0	25.049999999999955
47.1	25.050000000000068
47.2	25.039999999999964
47.3	25.039999999999964
47.4	25.029999999999973
47.5	25.029999999999973
47.6	25.030000000000086
47.7	25.019999999999982
47.8	25.019999999999982
47.9	25.00999999999999
48.0	25.00999999999999
48.1	25.0
48.2	24.989999999999895
48.3	24.99000000000001
48.4	24.980000000000018
48.5	24.980000000000018
48.6	24.970000000000027
48.7	24.980000000000018
48.8	24.970000000000027
48.9	24.959999999999923
49.0	24.949999999999932
49.1	24.949999999999932
49.2	24.93999999999994
49.3	24.940000000000055
49.4	24.940000000000055
49.5	24.930000000000064
49.6	24.920000000000073
49.7	24.920000000000073
49.8	24.91999999999996
49.9	24.909999999999968
50.0	24.899999999999977
50.1	24.899999999999977
50.2	24.899999999999977
50.3	24.889999999999986
50.4	24.879999999999995
50.5	24.879999999999995
50.6	24.870000000000005
50.7	24.870000000000005
50.8	24.870000000000005
50.9	24.870000000000005
51.0	24.850000000000023
51.1	24.850000000000023
51.2	24.840000000000032
51.3	24.850000000000023
51.4	24.840000000000032
51.5	24.840000000000032
51.6	24.83000000000004
51.7	24.83000000000004
51.8	24.819999999999936
51.9	24.809999999999945
52.0	24.809999999999945
52.1	24.809999999999945
52.2	24.799999999999955
52.3	24.799999999999955
52.4	24.789999999999964
52.5	24.789999999999964
52.6	24.780000000000086
52.7	24.780000000000086
52.8	24.769999999999982
52.9	24.769999999999982
53.0	24.769999999999982
53.1	24.75999999999999
53.2	24.75
53.3	24.75
53.4	24.75
53.5	24.74000000000001
