0.000000	0.000000	0.000000
15.000000	2.180219	-0.001899
24.400000	3.265009	-0.003308
40.000000	4.939370	-0.006487
60.000000	7.090152	-0.010587
80.000000	9.245528	-0.014714
115.000000	13.028146	-0.021998
150.000000	16.824015	-0.029417
185.000000	20.632485	-0.036436
220.000000	24.453180	-0.041415
265.000000	29.298170	-0.050521
310.000000	34.143688	-0.060539
355.000000	38.989901	-0.071352
400.000000	43.837051	-0.082838
450.000000	48.975554	-0.096642
500.000000	54.006885	-0.111760
550.000000	58.940778	-0.128406
600.000000	63.786698	-0.145638
635.000000	67.148470	-0.158722
670.000000	70.507046	-0.172365
721.000000	75.029768	-0.195581
771.000000	79.354720	-0.219129
871.000000	87.939715	-0.265750
971.000000	96.604947	-0.317479
1071.000000	105.355127	-0.375942
1171.000000	114.196141	-0.440596
1271.000000	123.137360	-0.505322
1371.000000	132.186306	-0.578885
1471.000000	141.348814	-0.658129
1571.000000	150.636215	-0.742562
